iter	Passed	Remaining
677	1426	677
678	1429	675
679	1431	673
680	1432	670
681	1433	668
682	1435	666
683	1436	663
684	1438	661
685	1439	658
686	1441	656
687	1442	654
688	1444	652
689	1445	649
690	1447	647
691	1449	644
692	1450	642
693	1452	640
694	1454	638
695	1457	636
696	1459	634
697	1462	632
698	1464	630
699	1466	628
700	1467	626
701	1469	623
702	1471	621
703	1474	619
704	1476	617
705	1479	615
706	1480	613
707	1483	611
708	1484	609
709	1488	607
710	1490	605
711	1492	603
712	1495	601
713	1497	599
714	1498	597
715	1499	594
716	1501	592
717	1502	590
718	1503	587
719	1507	586
720	1508	583
721	1509	581
722	1510	578
723	1513	576
724	1514	574
725	1518	573
726	1519	570
727	1521	568
728	1523	566
729	1525	564
730	1526	561
731	1527	559
732	1528	556
733	1530	554
734	1532	552
735	1539	552
736	1542	550
737	1543	547
738	1544	545
739	1545	543
740	1547	540
741	1548	538
742	1549	536
743	1551	533
744	1554	532
745	1555	529
746	1558	527
747	1559	525
748	1560	523
749	1562	520
750	1565	519
751	1567	516
752	1569	514
753	1574	513
754	1576	511
755	1577	509
756	1579	506
757	1580	504
758	1583	502
759	1587	501
760	1588	499
761	1596	498
762	1600	497
763	1601	494
764	1603	492
765	1606	490
766	1607	488
767	1611	486
768	1615	485
769	1616	482
770	1618	480
771	1619	478
772	1625	477
773	1628	475
774	1629	473
775	1630	470
776	1632	468
777	1633	466
778	1634	4779779	1637	4780	1665	467
781	1668	465
782	1679	465
783	1681	463
784	1682	460
785	1684	458
786	1686	456
787	1688	454
788	1690	452
789	1692	449
790	1694	447
791	1696	445
792	1699	443
793	1701	441
794	1704	439
795	1708	437
796	1711	435
797	1714	433
798	1715	431
799	1719	429
800	1722	427
801	1723	425
802	1727	423
803	1729	421
804	1731	419
805	1732	416
806	1734	414
807	1736	412
808	1738	410
809	1740	408
810	1743	406
811	1745	404
812	1748	402
813	1750	400
814	1754	398
815	1755	395
816	1757	393
817	1760	391
818	1763	389
819	1766	387
820	1768	385
821	1771	383
822	1773	381
823	1777	379
824	1782	378
825	1789	376
826	1790	374
827	1793	372
828	1794	370
829	1797	368
830	1799	366
831	1803	364
832	1805	361
833	1807	359
834	1809	357
835	1811	355
836	1812	352
837	1813	350
838	1815	348
839	1817	346
840	1819	343
841	1820	341
842	1821	339
843	1822	336
844	1824	334
845	1825	332
846	1826	330
847	1828	327
848	1829	325
849	1831	323
850	1833	321
851	1835	318
852	1838	316
853	1842	314
854	1843	312
855	1845	310
856	1847	308
857	1848	306
858	1851	303
859	1853	301
